R	SET_EMPTY	0000000000000000000000000000000000000000000000000000000000000000	
R	SET_ONE	c52e0890b71b5b0afb37d5c65ed54896f2463cb3fd344fc97e13603b5b6551ee	
R	SET_ORDER_SORTED	79fd717045de8b2321fd9a7203463e897063c176ed4bd445d70ecea02014747f	
R	SET_ORDER_REVERSED	79fd717045de8b2321fd9a7203463e897063c176ed4bd445d70ecea02014747f	
R	SET_SIGN_BOUNDARY	7f0b2d9bceb226d41757fab9cb44be4c80b890e408c98cdacfa873217d556ec3	
R	SET_WEIGHT_CHANGED	5f5798dd41ec1457f3885763ba723e05a9b5bcd101f5307f173139ff717879a1	
R	SET_WEIGHT_MAX	f8f275c48abd0aa5e1fc7f3aea65eaa19b05a7c28a9d864c15115d5c14240f25	
R	SET_WEIGHT_ZERO	8d40fb52e5707bc1ec7a8cea733c0e524383f1d16093b30c3d65a2cededf73e9	
R	SET_KEY_COMPRESSED	dc2e7c5bbd732d1dbd8bca404f3e85e5bc1e6716a70363bf671c7b374c6adb79	
R	SET_KEY_ABSENT	fa75b0408864627cab9d7f4d9b8adb6fd6457cf0f23f57828eda89416aecd773	
R	SET_LENGTH_PREFIX_A	4ecbe68740e40a30344a8eddcd19f97f22a3e7d13e0779127bdcd2398fb676d6	
R	SET_LENGTH_PREFIX_B	a59a838347bffa770a9fb9a321ef8759ec611f34785010e5c0813f1096c09b67	
